id,school_id_k,tch_id_k,cltype_k,cltype_1,actual_size_k,in_STAR_k,in_STAR_1,in_STAR_2,in_STAR_3,gender,race,age_in_1985,tch_gender,tch_race,tch_degree,tch_exp,gktreadss,gktmathss,gkwordskillss,std_read_score_k,std_math_score_k,std_word_score_k,pctile_math_k,pctile_read_k,pctile_word_k,freelunch_k
15335,128068,12806802,"REGULAR CLASS",,18,"YES","NO","NO","NO","MALE","WHITE",5.306849,"FEMALE","WHITE","BACHELORS",1,427,463,444,-.2589328,-.4281343,.3169214,33,41,63,1
15336,,,,"REGULAR + AIDE CLASS",,"NO","YES","YES","YES","FEMALE","WHITE",5.29863,,,,,,,,,,,,,,
15337,130085,13008503,"REGULAR + AIDE CLASS","SMALL CLASS",22,"YES","YES","YES","YES","MALE","WHITE",5.287671,"FEMALE","WHITE","MASTERS",8,437,528,,.0613622,.963624,,81,56,,0
15338,128076,12807602,"REGULAR CLASS","REGULAR + AIDE CLASS",23,"YES","YES","YES","YES","FEMALE","WHITE",5.268493,"FEMALE","WHITE","BACHELORS",8,450,473,458,.4777456,-.2140177,.702199,41,72,75,0
15339,130085,13008504,"SMALL CLASS",,17,"YES","NO","NO","NO","MALE","WHITE",5.260274,"FEMALE","WHITE","BACHELORS",11,410,473,380,-.8034342,-.2140177,-1.444347,41,18,2,0
15340,128076,12807602,"REGULAR CLASS","REGULAR CLASS",23,"YES","YES","YES","YES","FEMALE","WHITE",5.260274,"FEMALE","WHITE","BACHELORS",8,445,468,463,.3175982,-.321076,.8397981,37,67,79,0
15341,,,,,,"NO","NO","NO","YES","FEMALE","WHITE",5.287671,,,,,,,,,,,,,,
15342,,,,"REGULAR + AIDE CLASS",,"NO","YES","YES","YES","MALE","WHITE",6.29863,,,,,,,,,,,,,,
15343,159171,15917105,"REGULAR CLASS","REGULAR + AIDE CLASS",22,"YES","YES","YES","NO","FEMALE","WHITE",5.273973,"FEMALE","WHITE","MASTERS",16,518,602,502,2.655751,2.548087,1.913071,97,98,96,1
15344,244745,24474504,"REGULAR + AIDE CLASS",,28,"YES","NO","NO","NO","FEMALE","WHITE",5.4,"FEMALE","BLACK","MASTERS",15,,,,,,,,,,1
15345,161183,16118301,"REGULAR CLASS","REGULAR CLASS",22,"YES","YES","YES","YES","FEMALE","WHITE",5.339726,"FEMALE","WHITE","MASTERS",12,434,520,435,-.0347263,.7923307,.069243,77,52,55,0
15346,161176,16117604,"SMALL CLASS","SMALL CLASS",17,"YES","YES","NO","YES","MALE","WHITE",5.339726,"FEMALE","WHITE","BACHELORS",6,433,484,449,-.0667558,.0215107,.4545206,50,49,67,0
15347,161183,16118304,"REGULAR + AIDE CLASS","REGULAR CLASS",21,"YES","YES","NO","NO","MALE","WHITE",5.328767,"FEMALE","WHITE","MASTERS",10,411,449,427,-.7714047,-.7278976,-.1509156,21,20,46,1
15348,161183,16118302,"REGULAR + AIDE CLASS","REGULAR CLASS",23,"YES","YES","YES","YES","FEMALE","WHITE",5.323287,"FEMALE","WHITE","MASTERS",10,451,494,449,.5097751,.2356273,.4545206,60,73,67,1
15349,161183,16118303,"SMALL CLASS","SMALL CLASS",14,"YES","YES","NO","NO","FEMALE","WHITE",5.323287,"FEMALE","WHITE","MASTERS",6,448,473,458,.4136866,-.2140177,.702199,41,70,75,1
15350,161183,16118305,"REGULAR CLASS","REGULAR + AIDE CLASS",23,"YES","YES","YES","YES","MALE","WHITE",5.29589,"FEMALE","WHITE","BACHELORS",8,,,,,,,,,,0
15351,161183,16118301,"REGULAR CLASS","REGULAR CLASS",22,"YES","YES","YES","YES","FEMALE","WHITE",5.279452,"FEMALE","WHITE","MASTERS",12,465,576,486,.9581881,1.991384,1.472754,95,85,92,0
15352,161183,16118303,"SMALL CLASS","SMALL CLASS",14,"YES","YES","YES","YES","MALE","WHITE",5.265753,"FEMALE","WHITE","MASTERS",6,474,602,468,1.246454,2.548087,.9773973,97,90,83,1
15353,162184,16218402,"REGULAR + AIDE CLASS","REGULAR + AIDE CLASS",19,"YES","YES","YES","YES","FEMALE","WHITE",5.271233,"FEMALE","WHITE","MASTERS",5,,,,,,,,,,1
15354,,,,,,"NO","NO","NO","YES","FEMALE","WHITE",5.268493,,,,,,,,,,,,,,
15355,166203,16620304,"SMALL CLASS",,16,"YES","NO","NO","NO","MALE","WHITE",5.326027,"FEMALE","WHITE","BACHELORS",1,410,449,401,-.8034342,-.7278976,-.8664311,21,18,15,1
15356,164198,16419801,"REGULAR + AIDE CLASS","REGULAR CLASS",21,"YES","YES","YES","YES","MALE","WHITE",5.323287,"FEMALE","WHITE","MASTERS",13,414,439,,-.6753162,-.9420143,,14,24,,0
15357,165199,16519902,"REGULAR CLASS","REGULAR CLASS",19,"YES","YES","YES","YES","FEMALE","WHITE",5.317808,"FEMALE","WHITE","BACHELORS",3,440,536,449,.1574507,1.134917,.4545206,85,61,67,0
15358,164198,16419803,"REGULAR CLASS","REGULAR CLASS",21,"YES","YES","YES","YES","MALE","WHITE",5.306849,"FEMALE","WHITE","MASTERS",4,425,449,418,-.3229918,-.7278976,-.3985941,21,39,37,0
15359,112038,11203802,"REGULAR CLASS",,19,"YES","NO","NO","NO","MALE","WHITE",5.29863,"FEMALE","WHITE","MASTERS",6,400,392,405,-1.123729,-1.948363,-.7563518,1,8,20,1
15360,164198,16419802,"SMALL CLASS","SMALL CLASS",13,"YES","YES","YES","YES","MALE","WHITE",5.290411,"FEMALE","WHITE","MASTERS",12,463,506,486,.8941291,.4925674,1.472754,68,84,92,1
15361,164198,16419801,"REGULAR + AIDE CLASS","REGULAR CLASS",21,"YES","YES","YES","YES","FEMALE","WHITE",5.282192,"FEMALE","WHITE","MASTERS",13,434,513,435,-.0347263,.642449,.069243,73,52,55,0
15362,166203,16620301,"SMALL CLASS",,15,"YES","NO","NO","NO","MALE","WHITE",5.40274,"FEMALE","WHITE","BACHELORS",11,397,423,396,-1.219818,-1.284601,-1.00403,7,6,10,0
15363,205492,20549203,"REGULAR CLASS","REGULAR CLASS",23,"YES","YES","YES","YES","MALE","BLACK",5.378082,"FEMALE","WHITE","MASTERS",24,436,547,418,.0293327,1.370446,-.3985941,88,54,37,1
15364,166203,16620303,"REGULAR + AIDE CLASS",,21,"YES","NO","NO","NO","FEMALE","WHITE",5.356164,"FEMALE","WHITE","BACHELORS",5,440,536,449,.1574507,1.134917,.4545206,85,61,67,0
15365,164198,16419803,"REGULAR CLASS","REGULAR CLASS",21,"YES","YES","YES","YES","MALE","WHITE",5.4,"FEMALE","WHITE","MASTERS",4,436,444,440,.0293327,-.834956,.2068421,17,54,60,0
15366,168211,16821101,"REGULAR CLASS",,24,"YES","NO","NO","NO","MALE","WHITE",5.331507,"FEMALE","WHITE","BACHELORS",10,422,463,423,-.4190803,-.4281343,-.2609949,33,34,42,0
15367,168214,16821402,"REGULAR + AIDE CLASS","REGULAR CLASS",23,"YES","YES","YES","YES","FEMALE","WHITE",5.328767,"FEMALE","WHITE","MASTERS",6,433,484,427,-.0667558,.0215107,-.1509156,50,49,46,0
15368,168214,16821403,"REGULAR CLASS","REGULAR + AIDE CLASS",22,"YES","YES","YES","YES","MALE","WHITE",5.328767,"FEMALE","WHITE","BACHELORS",16,443,536,440,.2535392,1.134917,.2068421,85,64,60,0
15369,168211,16821105,"REGULAR + AIDE CLASS","SMALL CLASS",24,"YES","YES","YES","YES","FEMALE","WHITE",5.326027,"FEMALE","WHITE","BACHELORS",14,442,520,427,.2215097,.7923307,-.1509156,77,63,46,1
15370,168214,16821402,"REGULAR + AIDE CLASS","REGULAR + AIDE CLASS",23,"YES","YES","YES","YES","FEMALE","WHITE",5.326027,"FEMALE","WHITE","MASTERS",6,463,576,468,.8941291,1.991384,.9773973,95,84,83,0
15371,168211,16821102,"REGULAR + AIDE CLASS","REGULAR CLASS",23,"YES","YES","YES","YES","FEMALE","WHITE",5.323287,"FEMALE","WHITE","BACHELORS",27,418,513,391,-.5471982,.642449,-1.141629,73,28,6,1
15372,168211,16821102,"REGULAR + AIDE CLASS","REGULAR CLASS",23,"YES","YES","YES","YES","FEMALE","WHITE",5.320548,"FEMALE","WHITE","BACHELORS",27,422,459,418,-.4190803,-.513781,-.3985941,29,34,37,1
15373,168211,16821101,"REGULAR CLASS",,24,"YES","NO","NO","NO","FEMALE","WHITE",5.309589,"FEMALE","WHITE","BACHELORS",10,,,414,,,-.5086734,,,32,1
15374,168214,16821402,"REGULAR + AIDE CLASS","REGULAR CLASS",23,"YES","YES","YES","YES","FEMALE","WHITE",5.306849,"FEMALE","WHITE","MASTERS",6,436,478,444,.0293327,-.1069593,.3169214,46,54,63,0
15375,234628,23462805,"REGULAR CLASS",,22,"YES","NO","NO","NO","MALE","WHITE",5.30137,"FEMALE","WHITE","BACHELORS",8,419,489,418,-.5151687,.128569,-.3985941,55,30,37,0
15376,261927,26192702,"REGULAR CLASS",,24,"YES","NO","NO","NO","MALE","WHITE",5.29863,"FEMALE","WHITE","MASTERS",13,376,423,386,-1.892437,-1.284601,-1.279228,7,1,4,0
15377,168211,16821102,"REGULAR + AIDE CLASS",,23,"YES","NO","NO","NO","MALE","WHITE",5.29589,"FEMALE","WHITE","BACHELORS",27,408,434,414,-.8674932,-1.049073,-.5086734,12,16,32,1
15378,168211,16821105,"REGULAR + AIDE CLASS","REGULAR + AIDE CLASS",24,"YES","YES","YES","YES","MALE","WHITE",5.279452,"FEMALE","WHITE","BACHELORS",14,472,559,486,1.182395,1.627386,1.472754,91,89,92,1
15379,168211,16821102,"REGULAR + AIDE CLASS","REGULAR + AIDE CLASS",23,"YES","YES","YES","YES","FEMALE","WHITE",5.273973,"FEMALE","WHITE","BACHELORS",27,437,500,410,.0613622,.3640974,-.6187527,64,56,26,0
15380,168214,16821403,"REGULAR CLASS","REGULAR CLASS",22,"YES","YES","YES","YES","FEMALE","WHITE",5.260274,"FEMALE","WHITE","BACHELORS",16,474,602,458,1.246454,2.548087,.702199,97,90,75,0
15381,168214,16821403,"REGULAR CLASS","REGULAR CLASS",22,"YES","YES","YES","YES","MALE","WHITE",5.257534,"FEMALE","WHITE","BACHELORS",16,448,559,453,.4136866,1.627386,.5645999,91,70,71,0
15382,168214,16821402,"REGULAR + AIDE CLASS","REGULAR + AIDE CLASS",23,"YES","YES","YES","YES","MALE","WHITE",5.257534,"FEMALE","WHITE","MASTERS",6,431,478,414,-.1308148,-.1069593,-.5086734,46,48,32,0
15383,168211,16821101,"REGULAR CLASS",,24,"YES","NO","NO","NO","MALE","WHITE",5.347945,"FEMALE","WHITE","BACHELORS",10,430,468,405,-.1628443,-.321076,-.7563518,37,46,20,1
15384,168214,16821401,"SMALL CLASS","SMALL CLASS",14,"YES","YES","YES","YES","MALE","WHITE",5.345205,"FEMALE","WHITE","BACHELORS",6,483,626,486,1.534719,3.061967,1.472754,99,93,92,0
15385,168211,16821104,"SMALL CLASS","SMALL CLASS",16,"YES","YES","YES","YES","FEMALE","WHITE",5.342466,"FEMALE","WHITE","BACHELORS",8,478,513,480,1.374572,.642449,1.307635,73,92,89,0
15386,,,,,,"NO","NO","YES","YES","MALE","WHITE",5.336986,,,,,,,,,,,,,,
15387,264945,26494503,"REGULAR CLASS","SMALL CLASS",23,"YES","YES","NO","NO","MALE","WHITE",5.336986,"FEMALE","WHITE","BACHELORS",3,431,473,431,-.1308148,-.2140177,-.0408363,41,48,51,0
15388,169231,16923101,"REGULAR + AIDE CLASS","REGULAR + AIDE CLASS",22,"YES","YES","NO","NO","MALE","BLACK",5.328767,"FEMALE","WHITE","BACHELORS",9,390,444,380,-1.444024,-.834956,-1.444347,17,2,2,1
15389,169280,16928001,"SMALL CLASS","SMALL CLASS",15,"YES","YES","YES","NO","FEMALE","BLACK",5.326027,"FEMALE","WHITE","MASTERS",12,424,444,418,-.3550213,-.834956,-.3985941,17,37,37,0
15390,169229,16922906,"SMALL CLASS","SMALL CLASS",17,"YES","YES","YES","YES","FEMALE","WHITE",5.326027,"FEMALE","BLACK","BACHELORS",16,445,500,449,.3175982,.3640974,.4545206,64,67,67,0
15391,,,,"REGULAR + AIDE CLASS",,"NO","YES","NO","NO","MALE","WHITE",5.326027,,,,,,,,,,,,,,
15392,169229,16922902,"REGULAR CLASS","REGULAR + AIDE CLASS",25,"YES","YES","YES","YES","MALE","WHITE",5.323287,"FEMALE","WHITE","BACHELORS",11,439,463,440,.1254212,-.4281343,.2068421,33,59,60,0
15393,169229,16922905,"SMALL CLASS",,16,"YES","NO","NO","NO","MALE","ASIAN",5.323287,"FEMALE","BLACK","BACHELORS",10,437,489,449,.0613622,.128569,.4545206,55,56,67,0
15394,,,,,,"NO","NO","NO","YES","FEMALE","WHITE",5.323287,,,,,,,,,,,,,,
15395,230612,23061203,"REGULAR CLASS",,23,"YES","NO","YES","YES","FEMALE","WHITE",5.323287,"FEMALE","WHITE","MASTERS",6,470,506,474,1.118336,.4925674,1.142516,68,88,86,0
15396,262937,26293703,"SMALL CLASS","SMALL CLASS",14,"YES","YES","YES","YES","MALE","WHITE",5.320548,"FEMALE","WHITE","MASTERS",18,463,528,486,.8941291,.963624,1.472754,81,84,92,0
15397,264945,26494505,"SMALL CLASS","SMALL CLASS",15,"YES","YES","NO","NO","MALE","WHITE",5.320548,"FEMALE","WHITE","MASTERS",8,431,484,440,-.1308148,.0215107,.2068421,50,48,60,0
15398,,,,"SMALL CLASS",,"NO","YES","YES","YES","MALE","WHITE",5.317808,,,,,,,,,,,,,,
15399,230612,23061201,"REGULAR + AIDE CLASS",,22,"YES","NO","YES","YES","FEMALE","WHITE",5.317808,"FEMALE","WHITE","BACHELORS",6,460,520,468,.7980406,.7923307,.9773973,77,81,83,0
15400,,,,"SMALL CLASS",,"NO","YES","YES","YES","FEMALE","BLACK",5.315069,,,,,,,,,,,,,,
15401,,,,"REGULAR CLASS",,"NO","YES","YES","YES","MALE","WHITE",5.315069,,,,,,,,,,,,,,
15402,169280,16928001,"SMALL CLASS","SMALL CLASS",15,"YES","YES","YES","YES","FEMALE","WHITE",5.315069,"FEMALE","WHITE","MASTERS",12,461,506,463,.8300701,.4925674,.8397981,68,82,79,0
15403,244728,24472803,"REGULAR CLASS","SMALL CLASS",17,"YES","YES","YES","YES","MALE","BLACK",5.312329,"FEMALE","BLACK","MASTERS",15,425,463,423,-.3229918,-.4281343,-.2609949,33,39,42,1
15404,,,,"REGULAR CLASS",,"NO","YES","NO","NO","FEMALE","WHITE",5.309589,,,,,,,,,,,,,,
15405,216536,21653602,"REGULAR + AIDE CLASS","REGULAR CLASS",23,"YES","YES","YES","YES","FEMALE","WHITE",5.309589,"FEMALE","WHITE","MASTERS",13,460,576,480,.7980406,1.991384,1.307635,95,81,89,1
15406,169229,16922901,"SMALL CLASS","SMALL CLASS",17,"YES","YES","NO","NO","MALE","WHITE",5.306849,"FEMALE","WHITE","MASTERS",15,460,520,449,.7980406,.7923307,.4545206,77,81,67,0
15407,262937,26293704,"SMALL CLASS","SMALL CLASS",13,"YES","YES","YES","YES","MALE","WHITE",5.306849,"FEMALE","WHITE","MASTERS",8,437,520,435,.0613622,.7923307,.069243,77,56,55,0
15408,,,,,,"NO","NO","YES","YES","MALE","WHITE",5.271233,,,,,,,,,,,,,,
15409,,,,"REGULAR CLASS",,"NO","YES","NO","NO","MALE","WHITE",5.30411,,,,,,,,,,,,,,
15410,169280,16928002,"REGULAR CLASS","REGULAR + AIDE CLASS",21,"YES","YES","YES","YES","MALE","WHITE",5.30411,"FEMALE","WHITE","MASTERS",13,461,500,494,.8300701,.3640974,1.692913,64,82,94,0
15411,169229,16922907,"REGULAR + AIDE CLASS",,25,"YES","NO","NO","NO","FEMALE","WHITE",5.30137,"FEMALE","WHITE","MASTERS +",12,411,489,418,-.7714047,.128569,-.3985941,55,20,37,0
15412,216536,21653605,"REGULAR CLASS","REGULAR + AIDE CLASS",22,"YES","YES","YES","YES","FEMALE","WHITE",5.30137,"FEMALE","WHITE","BACHELORS",1,445,478,449,.3175982,-.1069593,.4545206,46,67,67,0
15413,169229,16922901,"SMALL CLASS","SMALL CLASS",17,"YES","YES","YES","YES","FEMALE","WHITE",5.29589,"FEMALE","WHITE","MASTERS",15,470,506,468,1.118336,.4925674,.9773973,68,88,83,1
15414,216536,21653605,"REGULAR CLASS","REGULAR CLASS",22,"YES","YES","NO","YES","FEMALE","WHITE",5.287671,"FEMALE","WHITE","BACHELORS",1,445,513,449,.3175982,.642449,.4545206,73,67,67,0
15415,169280,16928003,"REGULAR + AIDE CLASS","REGULAR + AIDE CLASS",22,"YES","YES","YES","YES","FEMALE","WHITE",5.282192,"FEMALE","WHITE","BACHELORS",7,,,423,,,-.2609949,,,42,0
15416,169229,16922907,"REGULAR + AIDE CLASS","REGULAR CLASS",25,"YES","YES","NO","NO","MALE","WHITE",5.282192,"FEMALE","WHITE","MASTERS +",12,455,489,444,.6378931,.128569,.3169214,55,77,63,0
15417,,,,"REGULAR + AIDE CLASS",,"NO","YES","NO","NO","FEMALE","WHITE",5.282192,,,,,,,,,,,,,,
15418,208501,20850101,"REGULAR CLASS","REGULAR + AIDE CLASS",22,"YES","YES","YES","YES","FEMALE","WHITE",5.279452,"FEMALE","WHITE","BACHELORS",13,,,410,,,-.6187527,,,26,0
15419,264945,26494503,"REGULAR CLASS","REGULAR + AIDE CLASS",23,"YES","YES","YES","YES","FEMALE","WHITE",5.273973,"FEMALE","WHITE","BACHELORS",3,,,,,,,,,,0
15420,,,,"SMALL CLASS",,"NO","YES","YES","YES","FEMALE","BLACK",5.265753,,,,,,,,,,,,,,
15421,169219,16921902,"REGULAR CLASS","REGULAR CLASS",20,"YES","YES","YES","YES","FEMALE","WHITE",5.265753,"FEMALE","WHITE","MASTERS",12,461,626,480,.8300701,3.061967,1.307635,99,82,89,0
15422,264945,26494502,"REGULAR + AIDE CLASS","REGULAR + AIDE CLASS",24,"YES","YES","YES","YES","FEMALE","WHITE",5.260274,"FEMALE","WHITE","BACHELORS",3,428,506,431,-.2269033,.4925674,-.0408363,68,43,51,0
15423,169219,16921903,"REGULAR + AIDE CLASS",,22,"YES","NO","NO","NO","MALE","WHITE",5.260274,"FEMALE","WHITE","BACHELORS",18,427,500,431,-.2589328,.3640974,-.0408363,64,41,51,0
15424,169231,16923103,"REGULAR CLASS",,23,"YES","NO","NO","NO","FEMALE","WHITE",5.257534,"FEMALE","BLACK","MASTERS",3,407,399,418,-.8995227,-1.798481,-.3985941,2,14,37,0
15425,169219,16921903,"REGULAR + AIDE CLASS","REGULAR CLASS",22,"YES","YES","YES","NO","FEMALE","WHITE",5.257534,"FEMALE","WHITE","BACHELORS",18,437,520,458,.0613622,.7923307,.702199,77,56,75,0
15426,,,,"SMALL CLASS",,"NO","YES","NO","NO","MALE","BLACK",5.421918,,,,,,,,,,,,,,
15427,169219,16921901,"SMALL CLASS","SMALL CLASS",13,"YES","YES","YES","YES","MALE","WHITE",5.386302,"FEMALE","WHITE","BACHELORS",14,460,506,453,.7980406,.4925674,.5645999,68,81,71,0
15428,,,,"REGULAR + AIDE CLASS",,"NO","YES","NO","NO","FEMALE","BLACK",5.347945,,,,,,,,,,,,,,
15429,,,,"SMALL CLASS",,"NO","YES","NO","NO","MALE","BLACK",5.449315,,,,,,,,,,,,,,
15430,,,,"REGULAR CLASS",,"NO","YES","YES","NO","FEMALE","BLACK",5.432877,,,,,,,,,,,,,,
15431,259915,25991503,"REGULAR CLASS","REGULAR CLASS",24,"YES","YES","YES","NO","FEMALE","WHITE",5.309589,"FEMALE","WHITE","MASTERS",5,,,,,,,,,,0
15432,173312,17331203,"REGULAR + AIDE CLASS","REGULAR + AIDE CLASS",22,"YES","YES","YES","YES","FEMALE","WHITE",5.336986,"FEMALE","WHITE","BACHELORS",13,492,547,480,1.822984,1.370446,1.307635,88,95,89,0
15433,173312,17331201,"SMALL CLASS","SMALL CLASS",14,"YES","YES","YES","YES","FEMALE","WHITE",5.334247,"FEMALE","WHITE","BACHELORS",11,487,528,468,1.662837,.963624,.9773973,81,94,83,0
15434,173312,17331203,"REGULAR + AIDE CLASS",,22,"YES","NO","NO","NO","FEMALE","WHITE",5.331507,"FEMALE","WHITE","BACHELORS",13,476,494,453,1.310513,.2356273,.5645999,60,91,71,1
15435,173312,17331201,"SMALL CLASS",,14,"YES","NO","NO","NO","FEMALE","WHITE",5.30137,"FEMALE","WHITE","BACHELORS",11,485,484,474,1.598778,.0215107,1.142516,50,94,86,1
15436,208503,20850301,"REGULAR CLASS","SMALL CLASS",24,"YES","YES","YES","YES","FEMALE","WHITE",5.221918,"FEMALE","WHITE","MASTERS",8,419,473,414,-.5151687,-.2140177,-.5086734,41,30,32,0
15437,231616,23161602,"SMALL CLASS",,14,"YES","NO","NO","NO","FEMALE","WHITE",5.273973,"FEMALE","WHITE","MASTERS",9,388,405,410,-1.508083,-1.670011,-.6187527,3,2,26,1
15438,166203,16620301,"SMALL CLASS",,15,"YES","NO","NO","NO","FEMALE","WHITE",5.356164,"FEMALE","WHITE","BACHELORS",11,408,449,391,-.8674932,-.7278976,-1.141629,21,16,6,0
15439,166203,16620303,"REGULAR + AIDE CLASS",,21,"YES","NO","NO","NO","MALE","WHITE",5.347945,"FEMALE","WHITE","BACHELORS",5,424,494,405,-.3550213,.2356273,-.7563518,60,37,20,1
15440,180344,18034405,"SMALL CLASS","SMALL CLASS",16,"YES","YES","NO","NO","FEMALE","WHITE",5.306849,"FEMALE","WHITE","BACHELORS",1,,,,,,,,,,0
15441,180344,18034403,"REGULAR + AIDE CLASS","REGULAR CLASS",27,"YES","YES","NO","NO","MALE","WHITE",5.287671,"FEMALE","WHITE","BACHELORS",11,427,489,431,-.2589328,.128569,-.0408363,55,41,51,0
15442,180344,18034403,"REGULAR + AIDE CLASS",,27,"YES","NO","NO","NO","MALE","WHITE",5.282192,"FEMALE","WHITE","BACHELORS",11,434,520,435,-.0347263,.7923307,.069243,77,52,55,1
15443,,,,"SMALL CLASS",,"NO","YES","NO","NO","MALE","ASIAN",5.30137,,,,,,,,,,,,,,
15444,180344,18034401,"REGULAR CLASS","REGULAR CLASS",25,"YES","YES","NO","NO","FEMALE","WHITE",5.290411,"FEMALE","WHITE","BACHELORS",5,434,494,427,-.0347263,.2356273,-.1509156,60,52,46,0
15445,244839,24483903,"REGULAR CLASS",,23,"YES","NO","NO","NO","FEMALE","BLACK",5.328767,"FEMALE","BLACK","BACHELORS",20,490,602,502,1.758925,2.548087,1.913071,97,94,96,1
15446,208503,20850301,"REGULAR CLASS",,24,"YES","NO","NO","NO","MALE","WHITE",5.263014,"FEMALE","WHITE","MASTERS",8,422,484,414,-.4190803,.0215107,-.5086734,50,34,32,0
15447,191411,19141101,"SMALL CLASS","SMALL CLASS",13,"YES","YES","YES","YES","MALE","WHITE",5.364384,"FEMALE","WHITE","SPECIALIST",8,439,459,427,.1254212,-.513781,-.1509156,29,59,46,0
15448,203457,20345702,"REGULAR + AIDE CLASS","REGULAR + AIDE CLASS",19,"YES","YES","YES","YES","MALE","WHITE",5.326027,"FEMALE","WHITE","MASTERS",9,448,454,458,.4136866,-.6208394,.702199,25,70,75,0
15449,161183,16118304,"REGULAR + AIDE CLASS","REGULAR + AIDE CLASS",21,"YES","YES","YES","YES","FEMALE","WHITE",5.326027,"FEMALE","WHITE","MASTERS",10,448,489,458,.4136866,.128569,.702199,55,70,75,0
15450,203457,20345701,"REGULAR CLASS","REGULAR CLASS",16,"YES","YES","NO","NO","MALE","WHITE",5.30411,"FEMALE","WHITE","MASTERS",12,434,459,427,-.0347263,-.513781,-.1509156,29,52,46,0
15451,203452,20345204,"REGULAR + AIDE CLASS","REGULAR + AIDE CLASS",23,"YES","YES","YES","YES","FEMALE","WHITE",5.29589,"FEMALE","WHITE","BACHELORS",5,428,449,427,-.2269033,-.7278976,-.1509156,21,43,46,1
15452,,,,"REGULAR + AIDE CLASS",,"NO","YES","NO","NO","MALE","WHITE",5.320548,,,,,,,,,,,,,,
15453,203452,20345204,"REGULAR + AIDE CLASS","REGULAR CLASS",23,"YES","YES","YES","YES","FEMALE","WHITE",5.279452,"FEMALE","WHITE","BACHELORS",5,414,423,414,-.6753162,-1.284601,-.5086734,7,24,32,1
15454,,,,"REGULAR CLASS",,"NO","YES","YES","YES","FEMALE","WHITE",5.273973,,,,,,,,,,,,,,
15455,,,,,,"NO","NO","NO","YES","FEMALE","WHITE",5.268493,,,,,,,,,,,,,,
15456,203452,20345202,"REGULAR CLASS",,21,"YES","NO","NO","NO","MALE","WHITE",5.260274,"FEMALE","WHITE","BACHELORS",11,450,484,453,.4777456,.0215107,.5645999,50,72,71,0
15457,189382,18938201,"SMALL CLASS","SMALL CLASS",14,"YES","YES","YES","YES","MALE","WHITE",5.323287,"FEMALE","WHITE","MASTERS",17,478,520,480,1.374572,.7923307,1.307635,77,92,89,0
15458,189382,18938201,"SMALL CLASS","SMALL CLASS",14,"YES","YES","YES","YES","MALE","WHITE",5.40274,"FEMALE","WHITE","MASTERS",17,447,500,444,.3816572,.3640974,.3169214,64,68,63,0
15459,189396,18939601,"SMALL CLASS","SMALL CLASS",17,"YES","YES","YES","YES","FEMALE","WHITE",5.4,"FEMALE","WHITE","MASTERS",5,413,454,391,-.7073457,-.6208394,-1.141629,25,22,6,0
15460,189396,18939601,"SMALL CLASS",,17,"YES","NO","NO","NO","FEMALE","WHITE",5.394521,"FEMALE","WHITE","MASTERS",5,,,,,,,,,,0
15461,,,,,,"NO","NO","NO","YES","FEMALE","WHITE",5.383562,,,,,,,,,,,,,,
15462,189396,18939601,"SMALL CLASS","SMALL CLASS",17,"YES","YES","NO","NO","FEMALE","WHITE",5.380822,"FEMALE","WHITE","MASTERS",5,447,473,444,.3816572,-.2140177,.3169214,41,68,63,0
15463,189396,18939602,"REGULAR CLASS","SMALL CLASS",24,"YES","YES","YES","YES","MALE","BLACK",5.380822,"FEMALE","WHITE","BACHELORS",4,430,434,431,-.1628443,-1.049073,-.0408363,12,46,51,0
15464,189382,18938204,"SMALL CLASS","SMALL CLASS",13,"YES","YES","YES","YES","FEMALE","WHITE",5.367123,"FEMALE","WHITE","MASTERS",7,447,459,468,.3816572,-.513781,.9773973,29,68,83,0
15465,189378,18937801,"REGULAR CLASS","REGULAR + AIDE CLASS",19,"YES","YES","YES","YES","FEMALE","WHITE",5.367123,"FEMALE","WHITE","MASTERS",17,442,489,444,.2215097,.128569,.3169214,55,63,63,0
15466,,,,,,"NO","NO","NO","YES","MALE","WHITE",5.361644,,,,,,,,,,,,,,
15467,,,,"REGULAR + AIDE CLASS",,"NO","YES","YES","YES","MALE","WHITE",5.361644,,,,,,,,,,,,,,
15468,,,,"REGULAR CLASS",,"NO","YES","YES","YES","MALE","WHITE",5.358904,,,,,,,,,,,,,,
15469,189382,18938203,"REGULAR + AIDE CLASS","REGULAR CLASS",24,"YES","YES","YES","YES","MALE","WHITE",5.347945,"FEMALE","WHITE","MASTERS",14,463,484,468,.8941291,.0215107,.9773973,50,84,83,0
15470,218562,21856204,"REGULAR CLASS","REGULAR CLASS",17,"YES","YES","YES","YES","FEMALE","WHITE",5.326027,"FEMALE","WHITE","BACHELORS",0,445,506,449,.3175982,.4925674,.4545206,68,67,67,0
15471,218562,21856202,"REGULAR + AIDE CLASS","REGULAR + AIDE CLASS",17,"YES","YES","YES","YES","MALE","WHITE",5.372603,"FEMALE","WHITE","MASTERS",8,434,439,444,-.0347263,-.9420143,.3169214,14,52,63,0
15472,123056,12305603,"REGULAR CLASS","REGULAR + AIDE CLASS",24,"YES","YES","YES","YES","MALE","WHITE",5.358904,"FEMALE","WHITE","BACHELORS",16,443,468,453,.2535392,-.321076,.5645999,37,64,71,0
